question_id,split,stage,gold_answer,current_majority_answer,final_majority_answer,current_majority_correct,final_majority_correct,majority_will_change,continue_label,num_attempts,num_valid_answers,num_unique_answers,missing_answer_count,top_vote_share,second_vote_share,vote_margin,answer_entropy,latest_matches_majority,unanimous,majority_changed,majority_change_count,consecutive_agreement,average_output_tokens,total_output_tokens
train_0049,train,2,370,370,370,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,426.5,853
train_0049,train,3,370,370,370,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,399.0,1197
train_0049,train,4,370,370,370,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,415.0,1660
train_0050,train,2,8,8,8,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,160.5,321
train_0050,train,3,8,8,8,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,168.0,504
train_0050,train,4,8,8,8,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,166.5,666
train_0051,train,2,23,40.5,40.5,False,False,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,459.5,919
train_0051,train,3,23,40.5,40.5,False,False,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,False,False,False,0,1,477.0,1431
train_0051,train,4,23,40.5,40.5,False,False,False,False,4,4,2,0,0.75,0.25,0.5,0.8112781244591328,True,False,False,0,1,466.0,1864
train_0052,train,2,14,14,14,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,207.0,414
train_0052,train,3,14,14,14,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,218.66666666666666,656
train_0052,train,4,14,14,14,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,209.5,838
train_0053,train,2,12,12,12,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,122.5,245
train_0053,train,3,12,12,12,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,117.0,351
train_0053,train,4,12,12,12,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,113.25,453
train_0054,train,2,108,108,108,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,275.0,550
train_0054,train,3,108,108,108,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,298.0,894
train_0054,train,4,108,108,108,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,291.75,1167
train_0055,train,2,12,12,12,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,143.5,287
train_0055,train,3,12,12,12,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,142.66666666666666,428
train_0055,train,4,12,12,12,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,142.5,570
train_0056,train,2,22,22,22,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,81.5,163
train_0056,train,3,22,22,22,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,86.33333333333333,259
train_0056,train,4,22,22,22,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,84.5,338
train_0057,train,2,32,32,32,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,175.0,350
train_0057,train,3,32,32,32,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,173.33333333333334,520
train_0057,train,4,32,32,32,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,172.5,690
train_0058,train,2,65,65,65,True,True,False,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,426.0,852
train_0058,train,3,65,65,65,True,True,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,True,False,False,1,2,407.3333333333333,1222
train_0058,train,4,65,65,65,True,True,False,False,4,4,3,0,0.5,0.25,0.25,1.5,False,False,False,1,1,433.5,1734
train_0059,train,2,4,5,5,False,False,True,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,463.0,926
train_0059,train,3,4,16,5,False,False,True,False,3,3,3,0,0.3333333333333333,0.3333333333333333,0.0,1.584962500721156,True,False,True,2,1,479.3333333333333,1438
train_0059,train,4,4,8,5,False,False,True,False,4,4,4,0,0.25,0.25,0.0,2.0,True,False,True,3,1,487.5,1950
train_0060,train,2,36,36,36,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,129.0,258
train_0060,train,3,36,36,36,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,128.33333333333334,385
train_0060,train,4,36,36,36,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,126.25,505
train_0061,train,2,15,15,15,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,244.0,488
train_0061,train,3,15,15,15,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,252.0,756
train_0061,train,4,15,15,15,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,246.25,985
train_0062,train,2,280,280,280,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,313.5,627
train_0062,train,3,280,280,280,True,True,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,False,False,False,0,1,379.6666666666667,1139
train_0062,train,4,280,280,280,True,True,False,False,4,4,2,0,0.75,0.25,0.5,0.8112781244591328,True,False,False,0,1,346.75,1387
train_0063,train,2,87,87,87,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,255.0,510
train_0063,train,3,87,87,87,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,237.0,711
train_0063,train,4,87,87,87,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,241.25,965
train_0064,train,2,15,0.2,0,False,False,True,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,512.0,1024
train_0064,train,3,15,0.1,0,False,False,True,False,3,3,3,0,0.3333333333333333,0.3333333333333333,0.0,1.584962500721156,True,False,True,2,1,512.0,1536
train_0064,train,4,15,4,0,False,False,True,False,4,4,4,0,0.25,0.25,0.0,2.0,True,False,True,3,1,512.0,2048
train_0065,train,2,28,28,28,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,265.5,531
train_0065,train,3,28,28,28,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,339.6666666666667,1019
train_0065,train,4,28,28,28,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,341.25,1365
train_0066,train,2,32,32,32,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,192.5,385
train_0066,train,3,32,32,32,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,198.0,594
train_0066,train,4,32,32,32,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,199.75,799
train_0067,train,2,44,44,44,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,139.0,278
train_0067,train,3,44,44,44,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,137.0,411
train_0067,train,4,44,44,44,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,135.75,543
train_0068,train,2,90,90,90,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,193.0,386
train_0068,train,3,90,90,90,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,183.33333333333334,550
train_0068,train,4,90,90,90,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,165.0,660
train_0069,train,2,260,260,260,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,141.0,282
train_0069,train,3,260,260,260,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,134.66666666666666,404
train_0069,train,4,260,260,260,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,129.75,519
train_0070,train,2,40,40,40,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,161.5,323
train_0070,train,3,40,40,40,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,167.0,501
train_0070,train,4,40,40,40,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,163.0,652
train_0071,train,2,20,20,20,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,184.0,368
train_0071,train,3,20,20,20,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,192.66666666666666,578
train_0071,train,4,20,20,20,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,191.75,767
train_0072,train,2,1500,1500,1500,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,153.0,306
train_0072,train,3,1500,1500,1500,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,150.0,450
train_0072,train,4,1500,1500,1500,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,150.0,600
train_0073,train,2,1600,1600,1600,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,196.5,393
train_0073,train,3,1600,1600,1600,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,192.66666666666666,578
train_0073,train,4,1600,1600,1600,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,172.0,688
train_0074,train,2,900,900,1200,True,False,True,False,2,2,2,0,0.5,0.5,0.0,1.0,True,False,True,1,1,269.5,539
train_0074,train,3,900,1200,1200,False,False,False,False,3,3,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.9182958340544896,True,False,True,2,1,256.3333333333333,769
train_0074,train,4,900,1200,1200,False,False,False,False,4,4,2,0,0.75,0.25,0.5,0.8112781244591328,True,False,False,2,2,234.25,937
train_0075,train,2,220,220,220,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,146.5,293
train_0075,train,3,220,220,220,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,151.66666666666666,455
train_0075,train,4,220,220,220,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,143.25,573
train_0076,train,2,5,5,5,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,253.5,507
train_0076,train,3,5,5,5,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,258.3333333333333,775
train_0076,train,4,5,5,5,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,261.0,1044
train_0077,train,2,48,48,48,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,161.5,323
train_0077,train,3,48,48,48,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,159.33333333333334,478
train_0077,train,4,48,48,48,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,159.25,637
train_0078,train,2,8,8,8,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,186.0,372
train_0078,train,3,8,8,8,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,178.33333333333334,535
train_0078,train,4,8,8,8,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,172.25,689
train_0079,train,2,840,840,840,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,128.5,257
train_0079,train,3,840,840,840,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,136.33333333333334,409
train_0079,train,4,840,840,840,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,135.25,541
train_0080,train,2,20655,20655,20655,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,412.0,824
train_0080,train,3,20655,20655,20655,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,439.0,1317
train_0080,train,4,20655,20655,20655,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,445.5,1782
train_0081,train,2,240,240,240,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,160.0,320
train_0081,train,3,240,240,240,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,142.33333333333334,427
train_0081,train,4,240,240,240,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,136.75,547
train_0082,train,2,78,18,18,False,False,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,204.5,409
train_0082,train,3,78,18,18,False,False,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,227.33333333333334,682
train_0082,train,4,78,18,18,False,False,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,222.25,889
train_0083,train,2,2160,2160,2160,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,172.5,345
train_0083,train,3,2160,2160,2160,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,173.66666666666666,521
train_0083,train,4,2160,2160,2160,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,177.0,708
train_0084,train,2,5,5,5,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,288.5,577
train_0084,train,3,5,5,5,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,269.0,807
train_0084,train,4,5,5,5,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,253.25,1013
train_0085,train,2,85,85,85,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,252.5,505
train_0085,train,3,85,85,85,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,244.0,732
train_0085,train,4,85,85,85,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,261.0,1044
train_0086,train,2,37,37,37,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,110.0,220
train_0086,train,3,37,37,37,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,102.66666666666667,308
train_0086,train,4,37,37,37,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,103.25,413
train_0087,train,2,6,6,6,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,113.5,227
train_0087,train,3,6,6,6,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,120.0,360
train_0087,train,4,6,6,6,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,119.5,478
train_0088,train,2,15,15,15,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,221.0,442
train_0088,train,3,15,15,15,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,209.66666666666666,629
train_0088,train,4,15,15,15,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,199.0,796
train_0089,train,2,30,30,30,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,113.5,227
train_0089,train,3,30,30,30,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,114.66666666666667,344
train_0089,train,4,30,30,30,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,117.25,469
train_0090,train,2,240,240,240,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,164.0,328
train_0090,train,3,240,240,240,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,160.66666666666666,482
train_0090,train,4,240,240,240,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,158.0,632
train_0091,train,2,750,750,750,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,117.0,234
train_0091,train,3,750,750,750,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,111.33333333333333,334
train_0091,train,4,750,750,750,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,123.0,492
train_0092,train,2,565,565,565,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,241.5,483
train_0092,train,3,565,565,565,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,242.66666666666666,728
train_0092,train,4,565,565,565,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,244.25,977
train_0093,train,2,4500,4500,4500,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,185.0,370
train_0093,train,3,4500,4500,4500,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,186.0,558
train_0093,train,4,4500,4500,4500,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,188.75,755
train_0094,train,2,96,96,96,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,169.5,339
train_0094,train,3,96,96,96,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,174.0,522
train_0094,train,4,96,96,96,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,165.75,663
train_0095,train,2,45,45,45,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,266.5,533
train_0095,train,3,45,45,45,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,281.3333333333333,844
train_0095,train,4,45,45,45,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,268.25,1073
train_0096,train,2,16,16,16,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,131.5,263
train_0096,train,3,16,16,16,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,145.66666666666666,437
train_0096,train,4,16,16,16,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,138.75,555
train_0097,train,2,50,50,50,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,112.0,224
train_0097,train,3,50,50,50,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,111.0,333
train_0097,train,4,50,50,50,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,111.25,445
train_0098,train,2,95,95,95,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,265.0,530
train_0098,train,3,95,95,95,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,261.0,783
train_0098,train,4,95,95,95,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,258.25,1033
train_0099,train,2,150,150,150,True,True,False,False,2,2,1,0,1.0,0.0,1.0,0.0,True,True,False,0,2,193.5,387
train_0099,train,3,150,150,150,True,True,False,False,3,3,1,0,1.0,0.0,1.0,0.0,True,True,False,0,3,192.0,576
train_0099,train,4,150,150,150,True,True,False,False,4,4,1,0,1.0,0.0,1.0,0.0,True,True,False,0,4,204.0,816
